brand,model_number,model_name,year,randomdata,model_search
Zettelmeyer,M318F1365,Hydraulic Excavator,2012,1365,M318F1365
Dynapac,M105SDSC,Wheel Loader,2006,1032,M105SDSC
Brandt,RG7001927,Vibratory Smooth Drum Roller,2017,1927,RG7001927
AMCO,IMT 560,Crawler Tractor,2004,1608,IMT560
New Holland,544J Powerllel Pin-on,2WD Tractor,2015,1882,544JPowerllelPin-on
JCB,ZAXIS330,Hydraulic Excavator,2011,1215,ZAXIS330
Claas,L4701-2WD,Skid Steer Loader,2015,1021,L4701-2WD
Case IH,2054 Road Builder,Motor Grader,2018,1731,2054RoadBuilder
Caterpillar,3756G1399,Wheel Loader,2000,1399,3756G1399
IHI,345GLC,4WD Tractor,2018,1053,345GLC
Massey Ferguson,320F L,Wheel Loader,2013,1539,320FL
Valtra,930K1621,Shovel,2004,1621,930K1621
Case IH,CK35 HST,Wheel Loader,2012,1416,CK35HST
Caterpillar,R936 LITRONIC,4WD Tractor,2009,1270,R936LITRONIC
Case,MEGA 200-III,Mini Excavator,2011,1942,MEGA200-III
Caterpillar,ZX3301418,Hydraulic Excavator,2010,1418,ZX3301418
Ingersoll Rand,175C1865,Disc,2016,1865,175C1865
Ingersoll Rand,CX75-L,Vibratory Smooth Drum Roller,2014,1712,CX75-L
John Deere,W120F1558,Harrow,2005,1558,W120F1558
Case IH,8200-36WQF,4WD Tractor,2002,1342,8200-36WQF
Liebherr,TITAN 3540,Skid Steer Loader,2017,1912,TITAN3540
Zettelmeyer,212-3130,2WD Tractor,2000,1086,212-3130
Massey Ferguson,803 Super,Hydraulic Excavator,2001,1279,803Super
Caterpillar,115SR DZ,4WD Tractor,2016,1999,115SRDZ
New Holland,160M21457,Baler,2012,1457,160M21457
Caterpillar,921C1398,4WD Tractor,2016,1398,921C1398
John Deere,BW213PDH-2,Vibratory Smooth Drum Roller,2014,1064,BW213PDH-2
Ingersoll Rand,PUMA 240,Hydraulic Excavator,2009,1172,PUMA240
Sunward,321D1528,Vibratory Smooth Drum Roller,2017,1528,321D1528
Hitachi,Powermaster 180,Midi Excavator,2010,1327,Powermaster180
Caterpillar,CSX7060,Wheel Loader,2014,1803,CSX7060
McCormick,STX425,Log Loader,2015,1463,STX425
Caterpillar,CR5621760,Crawler Tractor,2006,1760,CR5621760
Bomag,MT835B,Disc,2019,1465,MT835B
New Holland,2746A Autocycle,Mini Excavator,2013,1945,2746AAutocycle
Challenger,STEIGER 580 WHEELED,Asphalt Paver,2014,1813,STEIGER580WHEELED
Case,ZAXIS480MT,Rock Truck,2017,1330,ZAXIS480MT
Caterpillar,M49001592,Wheel Loader,2010,1592,M49001592
Case IH,87351135,4WD Tractor,2009,1135,87351135
Caterpillar,JX701790,Crawler Tractor,2017,1790,JX701790
Case IH,SH135XU-3B,Vibratory Compactor,2007,1725,SH135XU-3B
Kubota,HSL1200T,Sprayer,2004,1638,HSL1200T
Caterpillar,53031724,Combine,2015,1724,53031724
New Holland,BW 154 APO-4I,Harrow,2001,1397,BW154APO-4I
Vibromax,F-41 2422,Vibratory Smooth Drum Roller,2009,1070,F-412422
IMT,CA134PD,Midi Excavator,2015,1571,CA134PD
Tong Yang Moolsan,R960 SME LITRONIC,Hydraulic Excavator,2009,1059,R960SMELITRONIC
Michigan,860SX1761,4WD Tractor,2013,1761,860SX1761
Antec,MT2651233,Combine,2018,1233,MT2651233
Kubota,T6701087,4WD Tractor,2009,1087,T6701087
Caterpillar,307C SB,Vibratory Smooth Drum Roller,2002,1274,307CSB
Fendt,L250G1165,Vibratory Smooth Drum Roller,2000,1165,L250G1165
John Deere,3281369,Cold Planer,2003,1369,3281369
Caterpillar,TD15M LGP,Loader Backhoe,2019,1550,TD15MLGP
Case,EB7061256,Mini Excavator,2009,1256,EB7061256
Stavostroj,SP275R,Baler,2011,1982,SP275R
Claas,L3430HSTC,Wheel Loader,2002,1252,L3430HSTC
Caterpillar,740 EJ,Hydraulic Excavator,2003,1787,740EJ
Komatsu,AP255E,Wheel Loader,2000,1452,AP255E
Kubota,458 Standard,Cultivator,2017,1263,458Standard
Kubota,PC650LC-8,2WD Tractor,2005,1646,PC650LC-8
Hyundai,CX27B1917,Wheel Loader,2008,1917,CX27B1917
Dynapac,938K1245,Shovel,2014,1245,938K1245
John Deere,DFH-X750,Hydraulic Excavator,2019,1873,DFH-X750
Caterpillar,PS150B,Hydraulic Excavator,2001,1754,PS150B
Antec,XTX185,Disc,2006,1079,XTX185
Caterpillar,550H LT,Articulated Dump Truck,2011,1046,550HLT
Hyundai,5630-48 48.6ft,Swather,2014,1235,5630-4848.6ft
Marini,T6050 Elite,Utility Tractor,2007,1646,T6050Elite
Hamm,2151452,4WD Tractor,2019,1452,2151452
Caterpillar,56121892,Disc,2001,1892,56121892
Hamm,Quadrant 3200 FC,Vibratory Smooth Drum Roller,2005,1713,Quadrant3200FC
Kubota,MAGNUM 310 ROWTRAC POWERSHIFT,Disc,2013,1684,MAGNUM310ROWTRACPOWERSHIFT
Hitachi,428C1649,Vibratory Smooth Drum Roller,2010,1649,428C1649
Komatsu,AP 630,Integrated Tool Carrier,2015,1098,AP630
Dynapac,D475A-5 Tier 2,Rock Truck,2012,1549,D475A-5Tier2
Airman,HL760-7A,Hydraulic Excavator,2017,1915,HL760-7A
Challenger,M318D1122,Sprayer,2013,1122,M318D1122
Versatile,MF7041503,Swather,2001,1503,MF7041503
Case,Quadrant 1150,Multi Terrain Loader,2000,1851,Quadrant1150
Terex,PC1100-6,Mini Excavator,2015,1055,PC1100-6
Ursus,15C-11378,Disc,2012,1378,15C-11378
Massey Ferguson,W130B1778,Mobile Excavator,2008,1778,W130B1778
John Deere,220C1051,Midi Excavator,2014,1051,220C1051
Caterpillar,BM1000/30,MFWD Tractor,2015,1595,BM100030
Burch,KX033-4HG,Baler,2013,1270,KX033-4HG
Caterpillar,WF450-3,Mini Excavator,2002,1798,WF450-3
John Deere,KX033-4HGA,Disc,2009,1089,KX033-4HGA
New Holland,D3K2 Mulcher,Disc,2009,1312,D3K2Mulcher
Goldoni,140M31562,Hydraulic Excavator,2001,1562,140M31562
Hitachi,EX300-3,Wheel Loader,2004,1439,EX300-3
Massey Ferguson,36251365,Sprayer,2002,1365,36251365
Washburn,5161329,Vibratory Smooth Drum Roller,2013,1329,5161329
Massey Ferguson,ZL8011956,Disc,2015,1956,ZL8011956
Caterpillar,336D/D L Series 2,MFWD Tractor,2012,1806,336DDLSeries2
Case IH,MX2451441,4WD Tractor,2007,1441,MX2451441
Massey Ferguson,5225 Utility,MFWD Tractor,2003,1034,5225Utility
Dingo,Row-Crop Tractors _ 8295R _ JD,Wheel Loader,2010,1071,Row-CropTractors_8295R_JD
Dynapac,814K1575,Multi Terrain Loader,2007,1575,814K1575
Dynapac,MX2451412,Wheel Loader,2010,1412,MX2451412
Caterpillar,280-1056,Vibratory Smooth Drum Roller,2018,1915,280-1056
John Deere,D8K1331,Combine,2010,1331,D8K1331
New Holland,14481909,4WD Tractor,2019,1909,14481909
New Holland,440 Series III,Vibratory Smooth Drum Roller,2000,1134,440SeriesIII
John Deere,17561751,Hydraulic Excavator,2002,1751,17561751
MacDon,RT1001572,Compactor,2012,1572,RT1001572
Terex,2454D Butt & Top,Cultivator,2018,1010,2454DButt&Top
Krause,H12i P,2WD Tractor,2018,1630,H12iP
New Holland,CB-214E,Baler,2009,1814,CB-214E
Caterpillar,T60101808,4WD Tractor,2017,1808,T60101808
Caterpillar,BG210B,4WD Tractor,2019,1700,BG210B
Dressta,444K1941,Cultivator,2014,1941,444K1941
IMT,PS300B,Wheel Loader,2005,1562,PS300B
Caterpillar,8020 CTS,2WD Tractor,2014,1071,8020CTS
Volvo,PC200LC-7,Hydraulic Excavator,2001,1653,PC200LC-7
JCB,50G1342,Combine,2017,1342,50G1342
Bomag,J-42 2024,4WD Tractor,2007,1588,J-422024
Opico,ZX60USB-3,Disc,2006,1513,ZX60USB-3
John Deere,R80-71264,Baler,2015,1264,R80-71264
Caterpillar,3535-52-13-10,Disc,2014,1394,3535-52-13-10
Volvo,5093E Limited,Skid Steer Loader,2005,1908,5093ELimited
Doosan,320F L,Rock Truck,2010,1106,320FL
Case IH,745C1895,4WD Tractor,2006,1895,745C1895
Caterpillar,DX551362,Wheel Loader,2006,1362,DX551362
JCB,TK75VA,Asphalt Paver,2015,1014,TK75VA
Case IH,690A1785,4WD Tractor,2012,1785,690A1785
Caterpillar,Lexion 570+ TERRA TRAC,MFWD Tractor,2004,1825,Lexion570TERRATRAC
Claas,GRW101606,Utility Tractor,2010,1606,GRW101606
Dynapac,D7R LGP,Hydraulic Excavator,2015,1550,D7RLGP
John Deere,3543-64-16-10,Motor Grader,2012,1742,3543-64-16-10
Washburn,650H LT,Skid Steer Loader,2005,1150,650HLT
Volvo,TM1801695,Asphalt Paver,2004,1695,TM1801695
Massey Ferguson,D45A-1,Hydraulic Excavator,2002,1544,D45A-1
Hitachi,95ZII1151,Rock Truck,2010,1151,95ZII1151
New Holland,8200-38NQF,Harvester,2004,1086,8200-38NQF
John Deere,CC3200,Mobile Excavator,2019,1169,CC3200
Caterpillar,320B S,Hydraulic Excavator,2010,1691,320BS
Smithco,151425,Integrated Tool Carrier,2017,1425,151425
John Deere,ZX75US,Skid Steer Loader,2007,1183,ZX75US
Thomas,544D1925,Wheel Loader,2011,1925,544D1925
Valtra,TA 112 60ft,Cultivator,2012,1117,TA11260ft
New Holland,Navigator 4000 DELTA,Hydraulic Excavator,2005,1123,Navigator4000DELTA
Liebherr,PC450-6,Hydraulic Excavator,2006,1382,PC450-6
Bomag,MAXXUM 125 LIMITED,4WD Tractor,2012,1197,MAXXUM125LIMITED
Case IH,R93501466,Wheel Loader,2007,1466,R93501466
Hitachi,TD80D1352,Hydraulic Excavator,2005,1352,TD80D1352
New Holland,278-2228,Motor Grader,2000,1299,278-2228
Komatsu,3751507,Utility Tractor,2017,1507,3751507
Komatsu,R984C1686,4WD Tractor,2003,1686,R984C1686
Doosan,6031336,Mini Excavator,2011,1336,6031336
Dynapac,5710-74,MFWD Tractor,2010,1459,5710-74
New Holland,L180D1600,Hydraulic Excavator,2004,1600,L180D1600
Caterpillar,21801321,Combine,2002,1321,21801321
Caterpillar,VM106PD,Motor Scraper,2010,1135,VM106PD
Caterpillar,NH 640,Hydraulic Excavator,2018,1225,NH640
Ingersoll Rand,D6K XL,Hydraulic Excavator,2014,1131,D6KXL
Komatsu,CB-334E,Cultivator,2004,1641,CB-334E
Massey Ferguson,W190C1414,Wheel Loader,2000,1414,W190C1414
New Holland,BW213PDH-2,Static Smooth Drum Roller,2000,1998,BW213PDH-2
Komatsu,Vio45-5,MFWD Tractor,2017,1883,Vio45-5
Hesston,L3540HST,2WD Tractor,2011,1142,L3540HST
John Deere,PC1001417,Hydraulic Excavator,2013,1417,PC1001417
John Deere,ECR145CL,Motor Scraper,2011,1952,ECR145CL
John Deere,WA200PZ-6 Quick Coupler,Vibratory Smooth Drum Roller,2019,1667,WA200PZ-6QuickCoupler
John Deere,S860C1294,4WD Tractor,2017,1294,S860C1294
Komatsu,VHK551741,Vibratory Compactor,2000,1741,VHK551741
Caterpillar,BW 90 AD-5,Hydraulic Excavator,2015,1735,BW90AD-5
Case IH,LW170TC,Crawler Tractor,2004,1961,LW170TC
Massey Ferguson,3371962,4WD Tractor,2019,1962,3371962
Yanmar,SK200LC,Wheel Loader,2014,1617,SK200LC
Komatsu,FG1051224,2WD Tractor,2002,1224,FG1051224
Massey Ferguson,3CX ECO SITE MASTER,4WD Tractor,2006,1777,3CXECOSITEMASTER
Zettelmeyer,D60A-7,Crawler Tractor,2016,1829,D60A-7
Massey Ferguson,CB541358,Combine,2015,1358,CB541358
Krause,120M2/120M2 AWD,Wheel Loader,2009,1177,120M2120M2AWD
Caterpillar,255 LCS,Midi Excavator,2011,1952,255LCS
JCB,5525-38-13-6,Hydraulic Excavator,2010,1068,5525-38-13-6
Kubota,CX31B ZTS,Mini Excavator,2008,1186,CX31BZTS
John Deere,235-2132,Hydraulic Excavator,2002,1473,235-2132
Claas,2521609,Vibratory Smooth Drum Roller,2018,1609,2521609
Burch,PL2100S,Articulated Dump Truck,2019,1688,PL2100S
Hyundai,8080 ZTS,Utility Tractor,2014,1593,8080ZTS
Zettelmeyer,PC190NLC-8,Vibratory Compactor,2003,1313,PC190NLC-8
Case IH,BD172D2,Baler,2012,1198,BD172D2
Kubota,JS200LC,Wheel Loader,2015,1734,JS200LC
Kobelco,772G1267,Wheel Loader,2017,1267,772G1267
Case,DX255LC,Cultivator,2002,1347,DX255LC
Caterpillar,Maxxum 125 PRO,Skid Steer Loader,2002,1652,Maxxum125PRO
Caterpillar,775G1955,Mini Excavator,2002,1955,775G1955
Case,785G1192,Mini Excavator,2012,1192,785G1192
Krause,SWE330LC,Asphalt Paver,2019,1739,SWE330LC
John Deere,9430T1360,Wheel Loader,2001,1360,9430T1360
Krause,16 QX2 39-41,Articulated Dump Truck,2001,1075,16QX239-41
Komatsu,FC1400C,Crawler Tractor,2006,1329,FC1400C
Case,MAXXUM 125 LIMITED,4WD Tractor,2018,1913,MAXXUM125LIMITED
Case IH,3TS-8T,Hydraulic Excavator,2001,1629,3TS-8T
Caterpillar,Magnum 275,Vibratory Smooth Drum Roller,2012,1362,Magnum275
Case IH,EC250DL,Mini Excavator,2009,1734,EC250DL
Caterpillar,8235R1727,Crawler Tractor,2017,1727,8235R1727
Caterpillar,W130F1452,Hydraulic Excavator,2018,1452,W130F1452
Takeuchi,Trekker 95,Skidder,2016,1944,Trekker95
Hamm,V4-61678,Wheel Loader,2007,1678,V4-61678
Dynapac,CX8601396,4WD Tractor,2006,1396,CX8601396
Ezee-On,E501725,Rock Truck,2013,1725,E501725
Ingersoll Rand,824G1607,Articulated Dump Truck,2001,1607,824G1607
Krause,PC200-8,Harrow,2016,1962,PC200-8
Caterpillar,L4240HSTC,Shovel,2011,1127,L4240HSTC
Kubota,8201001,Cultivator,2005,1001,8201001
Case IH,621FXT,2WD Tractor,2011,1124,621FXT
Massey Ferguson,PC20MRX-1,Mini Excavator,2009,1579,PC20MRX-1
Bomag,HD PLUS 90i PH VV-S,Disc,2012,1923,HDPLUS90iPHVV-S
Hamm,M6H-101,Loader Backhoe,2007,1775,M6H-101
Case IH,621K1729,Crawler Tractor,2002,1729,621K1729
Komatsu,350C1287,Disc,2019,1287,350C1287
Brown Mfg Corp,244K-II,Crawler Tractor,2017,1667,244K-II
Yanmar,DD70HF,4WD Tractor,2019,1037,DD70HF
Case IH,Grass Harrow 5.0,Vibratory Compactor,2007,1580,GrassHarrow5.0
Wil-Rich,DFH-T165,Hydraulic Excavator,2014,1581,DFH-T165
Komatsu,541 Series 2,4WD Tractor,2007,1135,541Series2
John Deere,Axion 840,2WD Tractor,2019,1089,Axion840
Hitachi,892D LC,Disc,2010,1316,892DLC
John Deere,644J Powerllel w/Coupler,Feller Buncher,2002,1994,644JPowerllelwCoupler
John Deere,L2800 Gear,2WD Tractor,2000,1587,L2800Gear
John Deere,219D1497,Utility Tractor,2004,1497,219D1497
John Deere,15321685,Hydraulic Excavator,2000,1685,15321685
Ezee-On,PC18MR-2,Asphalt Paver,2003,1553,PC18MR-2
John Deere,MX1101679,Mini Excavator,2004,1679,MX1101679
Kubota,VM146PD,Midi Excavator,2015,1524,VM146PD
Kawasaki,Row-Crop Tractors _ 8295R _ JD,Wheel Loader,2013,1104,Row-CropTractors_8295R_JD
Burch,E22SR1307,4WD Tractor,2015,1307,E22SR1307
Komatsu,821FXR,Cultivator,2013,1293,821FXR
Caterpillar,TR951910,Pneumatic Roller,2005,1910,TR951910
Kubota,R9961704,Hydraulic Excavator,2001,1704,R9961704
Massey Ferguson,700H LT,Mini Excavator,2018,1691,700HLT
Volvo,60H1538,2WD Tractor,2018,1538,60H1538
Vogele,16 XL2 58-60,Skid Steer Loader,2011,1404,16XL258-60
Sumitomo,9420RX,Wheel Loader,2004,1910,9420RX
New Holland,D9T WH,Mini Excavator,2006,1885,D9TWH
Dynapac,803 Super,Disc,2009,1506,803Super
Claas,PC240NLC-7SLF,Motor Grader,2012,1601,PC240NLC-7SLF
JCB,50551772,4WD Tractor,2011,1772,50551772
Kubota,F15B-4622,Skid Steer Loader,2005,1148,F15B-4622
Volvo,8330T 235 PTO hp,Combine,2005,1390,8330T235PTOhp
New Holland,842III,Wheel Loader,2012,1808,842III
Mecalac,MC135D,4WD Tractor,2013,1400,MC135D
Massey Ferguson,445CT Series 3,Asphalt Paver,2018,1544,445CTSeries3
Caterpillar,4336DH,4WD Tractor,2017,1520,4336DH
Eco Log,BW190AD4HF,Wheel Loader,2002,1324,BW190AD4HF
Dynapac,R950 SME LITRONIC,Wheel Loader,2001,1681,R950SMELITRONIC
Goldoni,D85 LGP,Crawler Tractor,2011,1492,D85LGP
New Holland,CR9701852,Hydraulic Excavator,2003,1852,CR9701852
Hamm,648L1861,Pneumatic Roller,2015,1861,648L1861
New Holland,T50601987,Skid Steer Loader,2001,1987,T50601987
Branson,TG5330,4WD Tractor,2008,1669,TG5330
Goldoni,5551628,Crawler Tractor,2006,1628,5551628
Hitachi,TM1401381,4WD Tractor,2012,1381,TM1401381
YTO,PC220-2,Cultivator,2013,1643,PC220-2
RiteWay,605K1992,Sprayer,2007,1992,605K1992
Kubota,YT3591654,Vibratory Smooth Drum Roller,2011,1654,YT3591654
John Deere,60XT1219,Utility Tractor,2016,1219,60XT1219
Volvo,LEXION 740TT,Asphalt Paver,2016,1810,LEXION740TT
Case IH,D6T XW VPAT,Hydraulic Excavator,2013,1282,D6TXWVPAT
Rostselmash,690A1528,Wheel Loader,2002,1528,690A1528
Ammann,PC138US-2,Midi Excavator,2009,1114,PC138US-2
Bomag,BW 177 DH-50,Crawler Tractor,2008,1099,BW177DH-50
Case IH,CC4200C,MFWD Tractor,2005,1941,CC4200C
Caterpillar,CA250PD,4WD Tractor,2000,1765,CA250PD
Caterpillar,710A1904,Motor Scraper,2004,1904,710A1904
Massey Ferguson,KX033-4G,Crawler Pipe Layer,2001,1792,KX033-4G
John Deere,MF 5355,Skid Steer Loader,2008,1074,MF5355
John Deere,M6S-111SDSCC,4WD Tractor,2007,1237,M6S-111SDSCC
Flexi-Coil,CA252D,Hydraulic Excavator,2004,1792,CA252D
Volvo,DX225LC-3,Sprayer,2006,1949,DX225LC-3
Al-Ghazi,320B L,Wheel Loader,2011,1308,320BL
Hitachi,HiTech N101,Wheel Loader,2018,1071,HiTechN101
Krause,Crumbler 35ft,Combine,2010,1919,Crumbler35ft
Caterpillar,SR701495,Multi Terrain Loader,2015,1495,SR701495
New Holland,2500 i TWIN FORCE,Disc,2005,1273,2500iTWINFORCE
JCB,D6H Series II,Mini Excavator,2018,1895,D6HSeriesII
Case IH,L35B Pro,2WD Tractor,2010,1703,L35BPro
Caterpillar,Field Pro IV - 1000,Vibratory Smooth Drum Roller,2010,1047,FieldProIV-1000
Kubota,CA4600D,2WD Tractor,2007,1396,CA4600D
Case IH,EX300LC-2,Hydraulic Excavator,2013,1383,EX300LC-2
Caterpillar,L2131607,4WD Tractor,2014,1607,L2131607
Thomas,260-2128,Mini Excavator,2001,1034,260-2128
John Deere,CK20S1547,Compactor,2005,1547,CK20S1547
John Deere,SD1800W,Motor Scraper,2017,1004,SD1800W
Caterpillar,20541647,Asphalt Paver,2011,1647,20541647
Caterpillar,R260LC-9A,Wheel Loader,2010,1586,R260LC-9A
Komatsu,TA 1200 60ft,Hydraulic Excavator,2010,1310,TA120060ft
Case,HD14 TT,Log Loader,2018,1363,HD14TT
JCB,PUMA 165 PS or CVT,Wheel Loader,2002,1376,PUMA165PSorCVT
New Holland,HL730-7,4WD Tractor,2012,1750,HL730-7
New Holland,315F L,4WD Tractor,2003,1739,315FL
Burch,914G1411,4WD Tractor,2008,1411,914G1411
Komatsu,4044R1594,Vibratory Smooth Drum Roller,2011,1594,4044R1594
Caterpillar,3310-40,Hydraulic Excavator,2017,1390,3310-40
Case,436HT1709,Utility Tractor,2000,1709,436HT1709
Massey Ferguson,PC130-8,Hydraulic Excavator,2012,1524,PC130-8
Ingersoll Rand,220LC1746,Asphalt Paver,2001,1746,220LC1746
Kubota,5225 Utility,Motor Grader,2017,1681,5225Utility
Case IH,2234N1355,Hydraulic Excavator,2011,1355,2234N1355
Champion,H13i C,Crawler Pipe Layer,2019,1203,H13iC
John Deere,W130BLR,2WD Tractor,2000,1596,W130BLR
Link-Belt,TB153FR,Loader Backhoe,2016,1517,TB153FR
Case,MTL201446,Skidder,2005,1446,MTL201446
John Deere,65ZIV-2,4WD Tractor,2015,1418,65ZIV-2
Volvo,9770 STS,4WD Tractor,2013,1219,9770STS
Caterpillar,ZL602B,Baler,2019,1429,ZL602B
Komatsu,HRB 403 D,Loader Backhoe,2012,1100,HRB403D
John Deere,13 XL2 37-50,4WD Tractor,2017,1284,13XL237-50
Bobcat,TD14M LGP,Hydraulic Excavator,2000,1488,TD14MLGP
Mustang,MC901081,Baler,2018,1081,MC901081
Hamm,16801554,4WD Tractor,2018,1554,16801554
Liebherr,HL770-9,Baler,2000,1464,HL770-9
Dynapac,MAGNUM 225 WHEELED CVT,4WD Tractor,2007,1216,MAGNUM225WHEELEDCVT
Bourgault,ML681691,Disc,2014,1691,ML681691
Yanmar,JL8551754,4WD Tractor,2005,1754,JL8551754
Caterpillar,2291077,MFWD Tractor,2015,1077,2291077
Liebherr,EL4511639,Asphalt Paver,2015,1639,EL4511639
John Deere,WA80-5,Crawler Loader,2009,1802,WA80-5
Liebherr,5941882,Shovel,2006,1882,5941882
Tata Hitachi,CLG906C,Vibratory Smooth Drum Roller,2018,1332,CLG906C
Sumitomo,TS6.140,Disc,2012,1654,TS6.140
Burch,PR746 LITRONIC,Midi Excavator,2013,1869,PR746LITRONIC
Liebherr,853MH1795,Static Smooth Drum Roller,2005,1795,853MH1795
Dynapac,901.3 6WD,Disc,2010,1690,901.36WD
Dynapac,DX235LCR-5,Disc,2000,1059,DX235LCR-5
Tigercat,724J WH High-Lift,Sprayer,2014,1277,724JWHHigh-Lift
IMT,9400-8 20-22,Asphalt Paver,2015,1543,9400-820-22
New Holland,Variant 385 RC,4WD Tractor,2019,1646,Variant385RC
Hesston,TM3200 Mech,Vibratory Smooth Drum Roller,2011,1778,TM3200Mech
John Deere,EB150XT,4WD Tractor,2008,1029,EB150XT
Doosan,TL261491,4WD Tractor,2006,1491,TL261491
John Deere,753G1075,Baler,2015,1075,753G1075
AMCO,SH125X-3,Rock Truck,2013,1105,SH125X-3
Case,VHK100,4WD Tractor,2006,1062,VHK100
Caterpillar,T503 CAB,Hydraulic Excavator,2000,1245,T503CAB
Fendt,BW 151 AD-5,Hydraulic Excavator,2000,1238,BW151AD-5
Case,DX340LC,Mini Excavator,2017,1306,DX340LC
Case IH,CLG936LC,Baler,2019,1418,CLG936LC
Kioti,655E1555,Sprayer,2008,1555,655E1555
Kato,160X21646,Pneumatic Roller,2012,1646,160X21646
John Deere,544E w/ Coupler,Utility Tractor,2003,1430,544EwCoupler
Case IH,250-1824,2WD Tractor,2017,1789,250-1824
Volvo,MEGA 300 III,Combine,2007,1055,MEGA300III
Caterpillar,JD6701215,Disc,2018,1215,JD6701215
Bomag,DA30-5,4WD Tractor,2003,1884,DA30-5
John Deere,TS100A CAB,Hydraulic Excavator,1999,1882,TS100ACAB
Hitachi,CR562RX,Integrated Tool Carrier,2016,1700,CR562RX
Komatsu,272D XHP,2WD Tractor,2003,1842,272DXHP
Caterpillar,EC380DL,Utility Tractor,2001,1738,EC380DL
John Deere,209 VA,4WD Tractor,2008,1359,209VA
New Holland,13 QX2 55-58,4WD Tractor,2000,1265,13QX255-58
Kawasaki,460E1935,Compactor,2006,1935,460E1935
John Deere,330D L,Combine,2001,1231,330DL
Wil-Rich,W365K1554,Cold Planer,2008,1554,W365K1554
Miller,330G Skid Steer _JD,4WD Tractor,2003,1227,330GSkidSteer_JD
Caterpillar,JS240NC,2WD Tractor,2003,1059,JS240NC
JCB,235-2132,Log Loader,2014,1584,235-2132
Dynapac,333D1051,4WD Tractor,2002,1051,333D1051
Komatsu,RC50 Turf Edition,4WD Tractor,2012,1334,RC50TurfEdition
John Deere,F4C1679,Utility Tractor,2012,1679,F4C1679
Tata Hitachi,TS6.120 High Clearance,Vibratory Compactor,2011,1536,TS6.120HighClearance
Pel-Job,901.3 4WD,Motor Grader,2008,1760,901.34WD
Caterpillar,2746A Autocycle,Wheel Loader,2002,1019,2746AAutocycle
Wil-Rich,7301048,4WD Tractor,2002,1048,7301048
John Deere,MX1201529,Hydraulic Excavator,2001,1529,MX1201529
Vibromax,308 Ci,Compactor,2017,1427,308Ci
Kubota,HAULER A40F,Wheel Loader,2017,1485,HAULERA40F
Steyr,Extend-A-Mat 10-20B,4WD Tractor,2016,1590,Extend-A-Mat10-20B
Kubota,724E1495,Utility Tractor,2001,1495,724E1495
Caterpillar,MT2251575,Crawler Tractor,2001,1575,MT2251575
Massey Ferguson,MF 465,Hydraulic Excavator,2013,1843,MF465
John Deere,F67 Grapple,Asphalt Paver,2015,1602,F67Grapple
YTO,D7R WH,Crawler Tractor,2019,1176,D7RWH
Gehl,WL251927,Utility Tractor,2005,1927,WL251927
John Deere,821B1476,Mini Excavator,2004,1476,821B1476
Massey Ferguson,D21A-8,4WD Tractor,2008,1469,D21A-8
John Deere,LX170E,Hydraulic Excavator,2002,1328,LX170E
Bitelli,Maxxum 140 PRO,Motor Grader,2005,1124,Maxxum140PRO
Krause,748L1841,Hydraulic Excavator,2016,1841,748L1841
John Deere,302A1531,Swather,2018,1531,302A1531
Caterpillar,ZL702C,MFWD Tractor,2007,1132,ZL702C
Kubota,ADT35C,Combine,2013,1288,ADT35C
John Deere,85701385,Baler,2019,1385,85701385
Case IH,EX370HD-5,Air Drill,2003,1262,EX370HD-5
Dynapac,TL2201158,Mini Excavator,2011,1158,TL2201158
Hamm,5532-48-16-8,Skid Steer Loader,2015,1659,5532-48-16-8
Komatsu,PC300LC-8M0,Utility Tractor,2015,1157,PC300LC-8M0
Caterpillar,EL300B,Sprayer,2007,1856,EL300B
Case IH,85101133,Hydraulic Excavator,2005,1133,85101133
Burch,L2281119,Wheel Loader,2006,1119,L2281119
Flexi-Coil,OSL-600-1622,2WD Tractor,2004,1060,OSL-600-1622
John Deere,SH240-3,Mini Excavator,2019,1056,SH240-3
New Holland,4631359,Skid Steer Loader,2012,1359,4631359
Caterpillar,STEIGER 420 WHEELED,Skid Steer Loader,2018,1929,STEIGER420WHEELED
Tata Hitachi,385B1494,Skid Steer Loader,2001,1494,385B1494
Link-Belt,255-4224,Motor Scraper,2006,1607,255-4224
Daedong,TM 300-52,Hydraulic Excavator,2000,1906,TM300-52
John Deere,1110D1168,MFWD Tractor,2006,1168,1110D1168
Kubota,70SR ACERA,Skid Steer Loader,2009,1881,70SRACERA
Laverda,420 Series III,4WD Tractor,2015,1918,420SeriesIII
Liebherr,CB10 - Solid Drum,Baler,2005,1579,CB10-SolidDrum
Caterpillar,VM117 D,2WD Tractor,2009,1310,VM117D
Challenger,7200-60,Articulated Dump Truck,2014,1066,7200-60
Goldoni,ZX380HH,4WD Tractor,2008,1747,ZX380HH
Laverda,FLEX HOE 700,Mini Excavator,2012,1750,FLEXHOE700
Dynapac,DX140W-5,Disc,2006,1152,DX140W-5
Champion,EC220D,Vibratory Smooth Drum Roller,2015,1421,EC220D
Taylor Way,7550 37\',Wheel Loader,2016,1584,755037\'
John Deere,MF 3455 C,Crawler Tractor,2011,1958,MF3455C
Ammann,JS260SC,2WD Tractor,2017,1361,JS260SC
JCB,R501538,4WD Tractor,2006,1538,R501538
Case IH,TS100A ROPS,Motor Grader,2000,1522,TS100AROPS
